depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,ventilation_velocity_ms,workers_count,equipment_faults,risk_level
102,1,0,43,0.27,3,0.64,74,0,Medium
424,2,12,18,1.04,38,2.95,85,3,High
384,1,5,21,0.37,13,2.63,56,4,Medium
98,3,5,7,0.6,70,2.74,25,0,Medium
165,3,4,45,1.58,30,1.59,87,5,High
526,1,10,13,0.02,22,3.65,49,0,Medium
408,3,12,21,1.48,29,2.42,59,5,High
123,1,7,43,0.39,5,2.87,45,4,High
239,2,8,37,0.91,40,0.41,71,0,High
348,3,8,30,0.82,43,3.64,69,5,High
593,1,3,11,0.34,23,2.75,21,3,Medium
69,1,5,25,0.35,9,2.82,93,3,Medium
166,2,8,41,0.85,13,3.08,50,1,High
629,2,9,5,0.78,32,3.49,56,5,High
615,3,6,15,0.89,22,1.32,22,0,High
388,2,3,8,0.72,16,3.29,56,4,Medium
41,1,9,35,0.1,14,3.73,48,2,Medium
169,1,9,38,0.12,14,0.33,66,2,High
188,3,4,15,1.25,44,0.82,44,1,High
75,2,4,33,1.09,15,1.26,81,3,High
260,1,11,25,0.05,27,1.47,34,5,High
270,2,0,12,0.97,33,1.35,92,1,Medium
62,1,5,28,0.31,13,2.95,58,0,Medium
580,2,4,45,1.03,43,1.68,24,2,High
634,3,0,20,1.19,25,2.32,64,5,High
534,1,2,14,0.11,25,0.98,91,0,Medium
410,2,9,7,0.81,17,1.62,62,5,High
212,3,1,23,1.87,26,3.61,23,4,High
386,2,2,41,0.85,23,0.42,38,3,High
540,1,9,12,0.3,14,3.02,93,5,High
131,2,10,25,0.45,36,1.59,23,0,Medium
124,1,10,43,0.41,9,0.38,81,4,High
531,1,11,7,0.36,7,1.64,90,5,High
484,1,2,7,0.16,24,3.48,76,1,Low
455,3,0,26,1.32,49,3.04,75,3,High
105,1,9,35,0.33,27,2.58,34,5,High
160,1,9,45,0.1,19,1.87,48,0,Medium
80,1,3,42,0.09,19,1.2,12,0,Medium
167,1,5,35,0.09,23,0.3,46,0,High
571,3,4,43,1.29,23,2.32,48,4,High
400,2,8,14,0.82,10,1.13,32,1,Medium
346,3,3,9,1.38,28,2.37,43,1,High
472,1,4,17,0.18,7,1.7,18,2,Low
475,3,2,35,0.86,55,2.86,89,5,High
237,2,9,43,0.78,40,2.42,61,1,High
363,3,6,25,0.63,53,1.17,42,0,High
584,1,8,27,0.05,22,0.61,50,2,High
189,3,3,18,0.61,39,3.73,36,3,Medium
147,2,1,12,0.67,27,2.36,70,0,Low
581,1,9,19,0.26,21,0.65,14,1,Medium
365,3,6,12,1.05,62,2.67,76,4,High
648,3,6,31,1.37,31,0.33,73,5,High
199,2,2,25,0.71,25,0.49,89,2,Medium
295,2,6,30,0.36,30,3.09,72,2,High
322,3,8,15,1.0,69,0.6,47,3,High
360,3,10,6,0.7,30,3.61,29,4,High
98,1,4,36,0.42,27,3.36,62,5,High
560,3,2,31,1.25,58,3.79,76,5,High
167,1,9,13,0.41,25,0.33,62,5,High
587,2,3,43,1.06,41,2.69,13,4,High
499,3,10,34,1.77,26,0.56,25,4,High
401,3,6,32,1.09,38,3.69,51,5,High
295,3,12,8,0.98,45,1.33,35,0,High
622,1,4,42,0.24,3,3.57,87,3,High
98,1,9,30,0.16,13,0.68,52,5,High
230,1,0,7,0.21,8,0.6,73,1,Low
460,1,7,1,0.09,23,1.18,68,3,High
423,1,6,12,0.25,10,0.68,64,5,High
489,1,5,28,0.02,24,0.99,32,2,Medium
81,1,6,22,0.41,7,2.63,69,5,Medium
312,1,7,36,0.23,23,2.8,49,3,High
553,2,11,25,0.32,14,3.07,24,1,Medium
392,1,12,44,0.12,23,3.2,62,4,High
48,1,4,19,0.23,26,1.8,87,1,Medium
563,1,4,8,0.39,24,1.17,62,1,Low
525,2,12,7,0.83,40,2.44,32,4,High
192,1,2,26,0.04,8,3.55,62,0,Low
244,1,0,25,0.2,11,2.75,37,1,Low
384,1,0,33,0.2,3,1.37,42,2,Low
327,3,11,27,0.92,72,0.47,13,0,High
93,2,5,14,0.46,25,3.48,20,3,Medium
229,1,7,24,0.16,5,0.64,9,5,High
605,2,2,22,0.52,31,2.9,83,4,Medium
420,1,4,14,0.27,4,3.41,24,5,Medium
163,1,10,13,0.1,16,3.54,17,4,Medium
391,1,7,13,0.25,6,0.45,32,3,High
603,2,12,36,1.08,31,1.87,23,3,High
109,1,8,33,0.36,7,2.4,24,2,Medium
86,3,0,45,0.85,67,1.69,95,4,High
565,3,2,29,1.58,39,2.27,57,3,High
318,1,0,11,0.27,20,2.74,73,3,Low
555,2,8,17,0.47,22,1.34,42,4,High
161,1,0,35,0.12,3,2.54,43,1,Low
316,3,0,42,1.87,67,1.03,22,0,High
395,2,5,21,0.27,43,1.22,25,3,Medium
341,1,0,41,0.37,28,1.54,43,1,Medium
302,3,8,43,1.87,64,3.59,82,0,High
431,3,4,41,1.42,50,1.02,64,1,High
372,1,9,41,0.37,26,1.68,65,1,High
484,1,7,6,0.23,16,0.95,30,1,Medium
623,1,11,12,0.3,2,1.39,30,3,High
232,1,1,28,0.13,22,3.7,20,5,Medium
579,1,12,1,0.28,14,1.64,22,0,Medium
84,1,12,6,0.14,22,2.4,9,0,Medium
595,2,5,6,0.38,38,2.96,64,1,Medium
354,1,2,16,0.04,24,1.24,77,0,Low
61,3,1,35,0.99,47,3.4,61,1,High
41,3,0,15,1.16,24,1.54,44,1,Low
433,2,11,8,0.64,15,1.09,44,2,Medium
118,2,1,24,1.03,13,3.43,85,1,Low
222,1,5,39,0.1,15,0.83,93,5,Medium
348,2,4,23,0.99,25,3.51,92,2,Medium
311,3,11,5,1.63,70,3.57,27,5,High
190,1,6,29,0.33,27,3.72,16,0,High
631,1,11,18,0.08,12,3.78,31,3,High
401,1,6,31,0.32,15,2.41,89,2,High
181,3,10,16,1.1,50,2.04,76,3,High
585,1,3,25,0.06,24,1.78,81,5,Medium
264,2,3,24,0.2,9,1.57,68,1,Low
152,1,5,24,0.38,26,3.17,45,3,Medium
187,3,8,27,0.92,67,1.09,25,0,High
186,1,0,45,0.43,13,0.49,21,5,High
635,1,9,11,0.03,13,0.79,39,0,Medium
52,2,6,10,0.89,38,2.9,75,5,High
346,1,11,22,0.21,22,2.73,44,0,Medium
199,1,10,3,0.28,7,2.06,9,3,Medium
473,2,7,36,0.84,24,3.52,72,2,High
272,1,2,18,0.44,18,1.62,24,5,Low
256,1,0,15,0.19,28,2.91,79,4,Medium
119,3,7,31,1.01,56,1.72,56,1,High
95,3,10,28,0.85,21,0.67,54,4,High
383,1,4,11,0.25,4,1.04,9,2,Low
232,2,10,3,0.42,13,3.72,80,0,Medium
617,3,7,3,0.66,20,3.6,9,2,Medium
329,3,8,13,1.01,40,2.84,24,5,High
139,1,11,33,0.06,27,3.01,11,4,High
431,1,0,19,0.09,23,1.92,88,0,Low
277,3,12,44,1.45,64,2.81,72,4,High
575,3,5,29,1.62,36,1.32,87,3,High
80,3,12,44,1.1,28,3.79,85,0,High
196,2,7,7,0.92,17,2.98,47,4,High
129,1,7,21,0.09,11,0.87,43,4,Medium
412,1,1,12,0.33,16,1.2,68,2,Low
492,2,2,8,1.07,39,0.44,44,3,High
458,3,10,9,1.17,47,3.26,48,2,High
125,2,8,29,0.44,10,2.47,90,0,Medium
290,2,8,1,0.34,14,1.32,28,4,Medium
448,3,3,25,1.74,57,0.63,67,3,High
587,3,7,7,0.71,61,0.68,58,3,High
244,1,1,21,0.17,21,2.0,68,0,Low
325,1,8,10,0.43,6,2.54,48,4,Medium
72,3,12,25,0.68,66,1.57,63,3,High
258,1,0,44,0.2,10,2.52,18,1,Low
110,1,1,20,0.4,16,3.35,75,1,Low
305,1,0,6,0.4,15,1.5,46,1,Low
243,1,6,31,0.22,24,3.04,63,2,Medium
624,1,0,36,0.36,21,0.99,93,4,Medium
188,1,11,21,0.03,16,3.57,71,2,Medium
156,2,10,27,0.44,8,3.76,24,5,High
500,2,9,7,0.23,20,1.77,77,1,Medium
426,1,3,13,0.44,20,3.64,55,2,Low
56,1,4,33,0.37,5,2.75,91,3,Medium
463,1,5,35,0.2,26,1.48,30,3,High
478,1,8,39,0.09,15,1.64,92,5,High
487,2,11,40,1.04,14,3.78,21,0,High
56,2,6,7,0.65,42,0.65,64,4,High
635,3,10,19,1.71,28,1.08,66,4,High
430,1,7,8,0.17,27,3.5,60,5,High
445,1,5,15,0.24,10,3.38,41,2,Low
464,2,0,27,0.23,9,0.84,55,4,Medium
365,1,9,28,0.12,14,0.97,90,3,High
92,3,9,28,0.77,55,1.67,30,3,High
365,1,6,15,0.06,27,0.74,23,5,High
630,2,12,41,1.02,43,0.86,49,1,High
135,1,6,1,0.29,20,0.84,87,5,Medium
596,3,1,37,1.1,62,2.87,66,5,High
406,1,10,15,0.15,19,3.24,56,2,Medium
92,1,2,41,0.03,20,3.33,22,3,Medium
650,1,2,19,0.13,7,0.62,71,2,Low
252,1,7,2,0.2,17,3.66,17,1,Medium
469,1,5,41,0.41,27,0.86,46,0,High
222,2,10,39,0.97,15,3.72,52,3,High
599,1,8,17,0.42,8,2.42,76,0,Medium
570,1,2,14,0.39,5,3.45,11,2,Low
181,1,11,45,0.42,10,1.26,33,0,Medium
396,2,10,19,0.62,39,1.83,59,1,Medium
296,1,10,18,0.43,5,2.34,83,2,Medium
209,2,11,32,0.59,36,1.78,42,2,High
150,2,6,13,0.71,31,3.44,16,3,High
211,3,8,17,1.36,33,2.41,90,4,High
400,1,1,12,0.37,15,3.07,53,1,Low
114,1,5,24,0.08,12,0.73,48,5,Medium
51,2,3,30,0.71,28,3.45,79,0,Medium
434,1,3,34,0.11,19,1.27,85,5,High
116,2,10,27,0.81,35,1.41,48,1,High
241,1,7,32,0.04,10,1.77,23,3,High
215,2,9,25,0.41,9,1.3,90,4,Medium
44,3,4,9,1.69,40,0.43,76,4,High
80,1,0,5,0.22,28,3.11,46,2,Low
364,2,6,6,0.7,28,2.03,14,3,High
345,2,7,32,0.96,15,3.25,87,0,High
69,1,0,9,0.07,12,3.31,63,1,Low
214,1,11,24,0.37,19,3.76,14,2,Medium
84,1,4,5,0.13,24,2.44,56,2,Low
214,3,9,30,0.76,35,3.32,82,3,High
497,2,8,34,0.42,38,2.61,43,2,High
534,1,4,19,0.33,13,2.25,39,5,Medium
250,2,1,32,0.25,8,2.65,67,3,Medium
232,1,5,14,0.37,26,2.15,48,2,Medium
504,2,8,7,1.02,22,3.51,57,3,High
565,1,6,13,0.05,15,0.87,47,4,High
144,1,1,8,0.12,16,0.95,11,3,Low
583,1,4,8,0.42,4,1.54,35,1,Low
446,1,8,22,0.04,10,1.59,14,5,High
431,2,6,13,0.46,33,0.92,43,4,High
545,1,1,44,0.04,9,3.66,36,0,Medium
94,3,9,18,0.91,49,0.65,36,4,High
454,1,1,15,0.34,24,1.24,34,1,Low
248,1,4,39,0.14,2,0.63,72,5,High
528,2,11,16,0.35,12,0.88,50,3,High
185,3,10,31,1.16,16,0.92,41,0,High
214,2,0,39,0.52,38,2.34,70,1,Medium
523,1,0,37,0.31,11,3.22,75,4,Medium
211,2,12,7,0.29,29,1.88,52,4,High
303,2,4,24,0.61,30,1.35,50,4,Medium
650,1,4,44,0.24,22,0.37,60,1,High
185,1,0,16,0.27,24,3.71,54,1,Low
131,1,6,41,0.07,10,3.37,94,4,High
500,3,8,12,0.94,58,1.52,50,3,High
643,1,4,20,0.1,20,2.12,51,4,Medium
165,1,7,37,0.44,27,1.51,22,0,High
550,3,2,30,1.49,48,3.68,87,4,High
206,1,4,5,0.36,2,1.89,35,2,Low
647,1,7,20,0.02,13,2.61,8,0,Medium
297,1,4,33,0.31,26,2.26,19,5,High
317,1,11,13,0.21,4,1.32,12,3,Medium
403,1,10,41,0.19,14,3.68,20,2,High
349,2,2,37,0.59,28,3.12,25,5,High
244,1,6,36,0.11,11,0.6,80,5,High
512,1,6,28,0.06,18,1.85,48,4,High
406,1,6,30,0.2,15,1.91,79,0,High
471,1,2,40,0.41,27,1.15,73,2,Medium
170,2,9,19,0.25,33,0.74,93,0,High
513,3,8,30,1.69,20,0.49,91,0,High
381,2,4,37,0.63,29,3.33,23,5,High
638,2,11,4,0.83,41,0.8,71,1,High
268,3,10,10,0.99,34,2.82,8,3,High
245,1,0,10,0.28,5,2.12,39,1,Low
146,1,8,29,0.19,5,1.35,69,1,Medium
280,3,8,17,1.67,58,1.84,92,4,High
166,1,10,2,0.1,28,2.91,38,1,Medium
563,2,8,13,0.63,26,1.31,20,4,High
544,1,4,26,0.19,27,0.68,61,3,High
191,1,7,8,0.26,2,2.33,12,5,Medium
495,1,5,9,0.22,25,1.9,9,1,Medium
406,1,8,14,0.17,24,2.14,73,0,Medium
218,2,5,42,0.85,29,1.91,25,2,High
350,3,1,42,1.23,45,2.42,31,4,High
559,2,8,17,0.32,28,2.36,82,2,High
638,2,6,5,0.24,18,1.11,93,0,Medium
551,3,7,21,1.59,64,3.13,38,0,High
218,2,6,27,1.03,11,2.44,22,0,High
114,1,5,39,0.29,2,3.53,49,0,Medium
500,1,10,37,0.26,8,1.18,64,5,High
332,1,11,11,0.21,18,3.13,32,0,Medium
636,1,10,7,0.11,27,0.79,8,2,High
457,2,1,22,0.37,41,2.04,34,4,Medium
525,1,5,40,0.41,6,3.11,64,3,High
425,3,9,6,0.77,48,1.34,23,3,High
276,1,8,22,0.03,28,3.59,40,3,High
406,1,2,19,0.05,20,1.14,74,4,Medium
552,1,9,4,0.25,5,2.34,41,5,High
70,1,6,17,0.11,26,0.51,34,4,High
377,3,10,4,0.91,19,3.12,80,4,High
76,1,1,27,0.28,21,3.55,78,3,Medium
172,1,0,7,0.04,18,1.09,52,3,Low
529,1,3,2,0.42,2,3.01,33,4,Medium
428,2,11,2,0.7,11,1.65,56,5,High
168,1,6,36,0.08,16,0.71,86,2,High
400,1,6,4,0.12,4,2.36,37,3,Medium
589,2,12,1,0.99,23,3.14,17,0,High
169,1,4,3,0.16,21,2.59,39,2,Low
172,2,7,43,0.31,12,0.57,77,1,High
546,2,5,15,0.6,27,3.59,78,2,Medium
290,1,4,21,0.32,18,0.67,52,3,Medium
537,1,3,9,0.38,18,1.11,78,1,Low
165,1,12,10,0.04,9,2.74,91,3,Medium
156,1,0,18,0.14,14,1.35,18,0,Low
325,3,6,32,0.62,39,1.65,13,1,High
250,1,10,28,0.25,23,1.37,77,2,Medium
66,3,12,22,1.8,73,1.22,83,1,High
68,1,9,28,0.39,27,2.85,15,0,High
606,1,11,44,0.14,19,1.92,81,5,High
621,2,4,11,1.06,37,2.91,38,1,High
55,1,10,18,0.06,9,3.0,45,2,Medium
624,1,9,18,0.18,23,1.18,91,4,High
52,1,9,43,0.16,10,3.27,64,3,High
57,1,7,3,0.44,17,2.53,79,1,Medium
458,1,1,18,0.41,19,1.4,16,3,Medium
224,1,12,18,0.13,17,0.75,88,1,Medium
190,3,10,4,0.9,56,0.43,95,4,High
490,2,0,36,0.85,11,3.63,41,2,Medium
56,2,5,35,0.85,23,1.52,17,4,High
494,1,1,16,0.11,20,1.6,95,3,Medium
113,2,4,10,0.22,31,1.47,60,5,Medium
423,1,4,40,0.03,13,0.46,27,4,High
66,1,3,21,0.24,26,2.9,82,5,Medium
392,3,6,38,0.64,61,0.83,91,0,High
119,3,3,37,1.25,51,2.51,61,4,High
164,3,8,4,1.39,57,2.14,64,2,High
315,1,9,19,0.41,12,1.15,54,1,Medium
506,1,1,45,0.12,25,3.65,60,2,Medium
121,1,8,5,0.41,22,1.99,37,3,Medium
468,1,2,35,0.13,15,2.66,93,1,Medium
306,2,5,21,0.31,34,1.77,26,4,Medium
546,2,12,13,1.01,37,0.35,23,3,High
309,2,11,31,0.87,16,3.34,63,0,High
210,3,2,33,1.73,73,1.66,62,2,High
170,1,8,16,0.33,5,1.48,51,4,Medium
150,3,0,5,1.56,37,3.62,60,5,High
500,2,6,19,0.88,16,2.87,83,4,High
125,1,0,38,0.28,23,2.57,56,2,Low
489,1,11,38,0.14,26,0.64,46,3,High
389,1,8,34,0.27,15,1.3,57,2,Medium
222,3,0,14,1.16,32,2.31,86,2,Medium
141,1,2,8,0.14,17,1.84,29,2,Low
305,3,12,7,1.8,57,1.28,20,1,High
605,3,12,11,0.64,72,0.44,77,4,High
239,1,0,24,0.11,20,1.79,64,4,Low
169,3,4,8,1.53,73,3.26,64,3,High
545,1,2,18,0.33,5,3.69,18,5,Medium
267,2,5,11,0.66,25,1.89,73,5,Medium
115,2,5,3,0.59,41,1.41,79,5,Medium
76,3,10,1,0.92,52,1.62,36,5,High
240,1,2,32,0.37,25,2.04,24,1,Medium
130,3,11,14,0.6,19,2.02,86,1,Medium
222,1,11,17,0.28,22,2.34,89,2,Medium
535,1,2,20,0.38,11,2.64,70,5,Medium
441,2,8,31,0.47,22,0.69,44,3,High
497,1,10,28,0.07,16,3.65,92,0,High
395,2,11,9,0.9,38,3.24,70,4,High
461,2,0,19,0.44,21,3.41,60,0,Low
615,2,4,44,0.49,33,3.13,62,3,High
306,3,4,32,1.55,36,2.53,13,2,High
498,1,9,11,0.25,26,2.49,86,4,High
377,1,8,2,0.43,2,3.11,19,5,Medium
381,3,12,36,0.68,18,2.12,54,4,High
243,3,8,26,1.72,29,1.32,28,2,High
379,1,8,16,0.42,3,3.26,75,0,Medium
553,1,7,3,0.09,11,0.38,88,5,High
293,1,11,8,0.37,14,2.59,24,5,Medium
316,3,1,5,1.26,60,2.97,61,0,High
55,2,8,39,1.03,14,2.88,58,1,High
359,2,6,33,0.87,27,1.26,33,0,High
310,3,9,31,1.09,42,0.63,60,4,High
325,1,11,35,0.24,14,0.36,71,5,High
443,3,12,35,1.53,43,1.08,11,3,High
277,1,7,37,0.07,11,1.46,88,0,Medium
137,2,3,32,0.73,13,0.79,86,3,High
575,2,9,15,0.25,39,1.18,47,5,High
385,3,0,21,1.5,53,1.72,8,2,High
254,2,12,32,0.69,28,3.66,38,2,High
512,2,8,36,0.97,13,3.52,62,5,High
119,1,12,1,0.09,25,0.73,33,3,High
156,1,6,32,0.09,27,2.14,25,5,High
600,1,0,19,0.07,11,2.82,94,2,Low
575,1,5,37,0.3,6,1.32,95,1,Medium
420,1,4,31,0.22,12,3.54,25,1,Medium
576,2,7,1,0.49,19,0.83,16,0,Medium
359,2,3,45,0.28,37,1.46,15,4,High
519,2,1,23,0.77,22,1.51,9,1,Low
321,1,6,38,0.33,13,2.49,59,2,Medium
614,1,10,13,0.05,6,0.66,35,2,Medium
222,1,1,9,0.36,20,2.56,57,2,Low
629,2,9,39,0.45,38,1.03,8,1,High
261,1,12,40,0.08,7,1.96,8,2,Medium
119,3,0,9,1.27,43,1.79,68,2,High
349,1,1,16,0.26,14,3.01,68,2,Low
359,3,5,34,0.7,53,3.25,29,5,High
324,2,6,36,0.6,24,2.7,79,3,High
396,1,5,30,0.35,13,2.85,35,4,Medium
613,3,3,25,1.09,74,2.92,9,1,High
