depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
544,1,7,46,0.29,20,20.7,2.68,34,1,41.94,28.0,74.3,10.0,0.108,52.57,Medium
276,2,1,4,0.42,4,19.7,3.62,11,3,18.09,25.7,78.7,0.333,0.116,1.14,Low
161,1,5,9,0.31,4,20.3,1.41,14,1,26.79,27.6,72.7,0.667,0.22,7.71,Medium
668,3,3,42,0.92,41,20.6,2.84,53,4,35.79,30.0,61.1,13.667,0.324,24.0,High
388,1,5,25,0.24,2,20.5,1.89,19,0,29.37,22.8,88.7,0.5,0.127,21.43,Medium
600,1,8,25,0.4,18,20.5,2.82,66,3,42.49,25.4,82.2,4.5,0.142,32.14,Medium
263,2,9,19,0.12,29,20.1,1.69,49,4,33.26,31.1,89.5,3.625,0.071,27.14,Medium
200,1,0,14,0.39,12,20.5,3.63,30,5,22.84,26.5,55.4,3.0,0.107,2.0,Low
228,1,7,35,0.23,6,20.4,1.12,42,1,27.58,29.6,77.0,1.2,0.205,40.0,Medium
378,3,1,1,1.52,55,19.1,2.66,14,4,25.57,22.5,86.3,3.056,0.571,0.29,High
593,2,6,33,0.5,32,19.7,0.8,42,1,23.62,22.2,86.0,2.667,0.625,33.0,Medium
46,1,10,22,0.39,16,20.5,2.39,68,2,20.51,31.8,89.9,4.0,0.163,34.57,Medium
230,1,9,48,0.34,15,20.7,3.56,85,3,17.29,26.1,68.8,7.5,0.096,68.57,Medium
48,3,2,30,1.13,13,20.1,0.77,57,2,18.29,28.8,57.7,1.625,1.468,12.86,Medium
495,1,12,23,0.18,7,20.4,3.24,30,1,22.72,31.3,74.3,1.4,0.056,42.71,Medium
215,1,8,8,0.23,15,20.4,0.71,76,4,27.85,33.8,80.3,3.0,0.324,10.29,Medium
487,1,5,22,0.3,17,20.4,2.86,80,4,25.69,23.1,75.6,3.4,0.105,18.86,Medium
430,2,0,46,0.83,17,19.5,3.92,16,2,35.12,33.9,71.8,1.214,0.212,6.57,Medium
663,3,8,38,0.86,16,20.0,3.98,71,1,45.65,32.4,64.7,1.778,0.216,48.86,Medium
181,1,12,31,0.22,9,20.4,3.8,30,0,25.29,22.7,74.3,1.8,0.058,57.57,Medium
100,1,4,18,0.35,5,20.3,3.9,72,2,30.69,30.5,80.6,0.833,0.09,12.86,Medium
408,2,11,13,0.23,17,20.9,1.32,99,0,33.83,30.8,80.8,8.5,0.174,22.29,Medium
192,1,2,9,0.05,13,20.7,0.45,66,3,27.49,26.7,87.6,6.5,0.111,3.86,Medium
173,2,6,22,0.97,26,20.5,2.5,16,3,26.7,25.3,61.9,6.5,0.388,22.0,Medium
490,2,5,26,0.82,14,20.9,0.63,84,0,36.68,29.9,62.8,7.0,1.302,22.29,Medium
115,2,6,39,1.09,5,19.8,3.42,15,1,14.11,29.6,88.5,0.455,0.319,39.0,Medium
594,3,1,40,0.67,25,19.5,0.35,59,3,40.09,24.1,74.9,1.786,1.914,11.43,High
97,1,8,24,0.16,14,20.9,0.61,63,3,29.81,28.0,81.4,7.0,0.262,30.86,Medium
564,3,5,24,0.84,14,19.5,1.9,17,2,38.9,29.6,82.3,1.0,0.442,20.57,Medium
241,2,9,50,0.78,28,19.7,1.0,34,5,12.23,24.9,69.6,2.333,0.78,71.43,High
212,1,6,8,0.27,12,20.9,2.35,21,2,30.16,34.6,64.0,6.0,0.115,8.0,Medium
368,1,2,7,0.22,17,20.9,2.5,96,4,38.12,33.1,77.3,8.5,0.088,3.0,Low
672,1,9,27,0.04,20,20.7,1.28,28,5,42.5,25.1,65.9,10.0,0.031,38.57,Medium
245,2,12,16,1.12,15,20.7,2.77,27,5,34.86,34.6,89.6,7.5,0.404,29.71,High
413,2,3,16,0.18,27,20.7,2.26,43,1,32.87,34.3,56.2,13.5,0.08,9.14,Medium
455,1,11,18,0.27,17,20.5,1.98,57,3,33.93,32.1,68.7,4.25,0.136,30.86,Medium
640,2,11,18,0.49,34,20.9,1.3,91,2,27.76,34.3,67.6,17.0,0.377,30.86,Medium
435,3,9,50,0.8,20,18.9,1.36,74,3,21.88,34.5,57.2,1.0,0.588,71.43,Medium
62,2,0,37,0.46,29,20.3,1.5,52,4,9.65,33.9,65.7,4.833,0.307,5.29,Medium
420,2,6,20,1.01,21,19.6,1.66,67,1,16.83,23.5,87.3,1.615,0.608,20.0,Medium
642,3,4,12,2.02,35,19.1,3.62,59,0,45.99,34.1,65.0,1.944,0.558,8.57,High
465,3,4,50,1.04,68,19.0,3.86,50,2,28.49,24.8,83.3,3.579,0.269,35.71,High
58,1,10,44,0.07,5,20.3,3.0,25,3,29.52,34.2,83.8,0.833,0.023,69.14,Medium
497,1,8,18,0.3,7,20.6,3.65,50,1,34.22,24.7,83.5,2.333,0.082,23.14,Medium
511,1,10,42,0.07,2,20.7,1.82,96,3,34.2,22.6,72.4,1.0,0.038,66.0,Medium
389,3,2,15,0.88,34,18.9,0.31,66,3,25.33,27.9,75.2,1.7,2.839,6.43,High
325,3,10,3,1.27,13,20.6,1.66,90,5,24.67,26.6,60.3,4.333,0.765,4.71,High
571,2,0,3,0.17,15,19.9,2.75,13,1,37.78,28.3,78.9,1.5,0.062,0.43,Low
239,1,0,39,0.37,14,20.6,2.62,48,1,14.94,34.6,79.2,4.667,0.141,5.57,Low
128,2,2,3,0.26,29,19.7,2.97,35,0,17.63,24.6,76.8,2.417,0.088,1.29,Medium
655,2,9,47,1.11,26,20.6,3.48,90,3,39.63,32.2,67.0,8.667,0.319,67.14,High
258,3,2,11,1.41,32,18.5,1.65,29,5,17.89,31.0,83.5,1.333,0.855,4.71,High
525,2,12,15,0.47,6,20.1,0.64,55,1,21.22,23.7,69.8,0.75,0.734,27.86,Medium
90,2,7,3,0.9,14,20.6,1.04,75,1,31.28,27.1,72.4,4.667,0.865,3.43,Medium
79,1,7,8,0.39,9,20.8,2.37,29,3,30.83,23.3,77.6,4.5,0.165,9.14,Medium
613,2,2,46,0.84,20,20.2,1.26,21,3,31.76,30.7,84.5,2.857,0.667,19.71,Medium
452,2,5,29,1.13,13,19.6,0.9,43,1,40.44,23.9,89.3,1.0,1.256,24.86,Medium
560,1,1,49,0.27,20,20.4,3.32,87,2,33.45,25.3,60.4,4.0,0.081,14.0,Medium
228,1,5,26,0.14,13,20.7,3.63,17,3,35.53,24.4,86.1,6.5,0.039,22.29,Medium
288,3,10,47,0.79,72,19.1,3.36,71,1,25.96,22.9,77.7,4.0,0.235,73.86,High
46,2,5,15,0.11,8,19.7,1.73,81,2,14.93,32.0,77.9,0.667,0.064,12.86,Medium
450,2,8,19,0.48,8,19.9,1.32,94,3,28.61,25.0,84.0,0.8,0.364,24.43,Medium
527,1,5,17,0.15,15,20.9,1.29,82,0,35.01,32.4,87.8,7.5,0.116,14.57,Medium
119,2,10,22,0.71,28,20.3,1.08,52,3,25.07,25.5,74.9,4.667,0.657,34.57,Medium
368,2,7,23,0.37,31,20.9,2.77,33,0,18.49,28.2,55.0,15.5,0.134,26.29,Medium
112,2,10,32,1.09,40,19.8,2.95,22,1,16.18,31.5,58.1,3.636,0.369,50.29,High
675,1,8,37,0.09,7,20.6,3.6,92,3,35.43,27.3,74.8,2.333,0.025,47.57,Medium
276,1,9,50,0.19,12,20.7,3.87,33,1,31.25,27.7,68.6,6.0,0.049,71.43,Medium
587,2,10,35,0.76,40,20.8,2.88,63,2,25.67,25.1,77.3,20.0,0.264,55.0,High
356,1,9,6,0.27,20,20.7,0.97,90,3,37.79,26.3,61.6,10.0,0.278,8.57,Medium
167,1,2,8,0.32,10,20.9,2.38,85,0,18.55,26.6,55.8,5.0,0.134,3.43,Low
507,2,4,31,0.59,23,19.9,2.76,10,5,41.91,22.6,59.9,2.3,0.214,22.14,Medium
485,2,4,37,0.54,16,20.0,1.59,67,4,40.71,27.9,65.8,1.778,0.34,26.43,Medium
74,1,5,3,0.09,20,20.7,3.91,12,3,13.14,25.2,66.0,10.0,0.023,2.57,Medium
618,1,2,30,0.06,14,20.4,1.06,66,0,37.05,23.4,77.2,2.8,0.057,12.86,Low
419,2,11,1,0.53,17,20.0,1.17,32,2,20.34,26.5,60.7,1.889,0.453,1.71,Medium
120,3,9,19,1.4,54,20.6,1.83,77,4,27.32,33.0,84.4,18.0,0.765,27.14,High
485,1,5,49,0.04,11,20.7,1.76,43,2,24.3,31.7,65.8,5.5,0.023,42.0,Medium
657,2,12,39,0.4,40,20.7,3.55,41,5,36.3,34.3,64.0,20.0,0.113,72.43,Medium
310,1,12,44,0.14,15,20.4,2.97,94,5,14.9,29.3,60.1,3.0,0.047,81.71,Medium
263,3,10,35,0.58,11,20.8,3.11,92,4,14.97,29.6,87.7,5.5,0.186,55.0,Medium
496,1,11,12,0.34,13,20.4,2.63,24,3,25.63,31.9,71.8,2.6,0.129,20.57,Medium
462,1,7,38,0.23,11,20.5,0.54,26,1,24.79,22.5,55.4,2.75,0.426,43.43,Medium
665,1,0,2,0.09,16,20.5,1.76,28,5,41.32,33.4,58.7,4.0,0.051,0.29,Low
404,2,9,26,1.11,39,20.8,3.89,34,2,36.25,29.6,77.0,19.5,0.285,37.14,High
120,3,9,14,1.55,60,19.4,0.61,18,2,13.54,31.2,74.3,4.0,2.541,20.0,High
268,3,8,24,0.58,27,18.6,1.22,16,1,32.59,25.9,61.4,1.174,0.475,30.86,Medium
357,2,2,17,0.57,30,20.2,2.86,62,1,20.49,30.5,55.7,4.286,0.199,7.29,Medium
445,2,8,2,0.85,13,20.3,1.34,14,4,32.75,32.3,89.6,2.167,0.634,2.57,Medium
636,3,2,42,0.42,43,18.9,0.44,21,5,43.24,30.6,72.1,2.15,0.955,18.0,High
252,3,0,10,0.59,45,19.5,1.55,39,4,35.03,32.3,84.2,3.214,0.381,1.43,High
499,2,11,49,0.93,4,19.6,0.8,30,1,22.15,24.6,73.2,0.308,1.163,84.0,Medium
450,2,1,14,0.59,8,20.5,0.75,36,0,23.34,25.0,62.7,2.0,0.787,4.0,Medium
478,2,5,1,0.89,24,19.8,3.07,66,3,32.59,23.8,71.7,2.182,0.29,0.86,Medium
217,1,5,14,0.24,10,20.8,0.93,17,0,16.96,34.2,61.1,5.0,0.258,12.0,Medium
69,1,11,9,0.32,2,20.4,2.96,15,1,30.44,29.0,71.0,0.4,0.108,15.43,Medium
207,2,2,19,1.06,20,20.4,2.32,16,2,28.51,22.8,83.5,4.0,0.457,8.14,Medium
144,3,7,42,1.42,33,20.6,0.49,91,5,19.53,28.4,83.9,11.0,2.898,48.0,High
408,2,3,35,0.63,8,19.7,1.47,66,1,19.76,32.3,71.4,0.667,0.429,20.0,Medium
81,3,9,45,1.95,28,20.7,2.1,53,3,25.13,27.1,73.7,14.0,0.929,64.29,High
232,2,12,5,0.66,36,19.5,2.88,33,0,12.93,23.7,58.0,2.571,0.229,9.29,High
606,1,11,40,0.34,17,20.5,0.43,16,5,22.92,33.9,89.2,4.25,0.791,68.57,Medium
270,2,5,7,0.43,11,20.1,0.94,85,4,17.03,30.0,79.3,1.375,0.457,6.0,Medium
185,3,6,48,0.95,47,18.8,0.72,42,1,14.55,24.9,70.9,2.238,1.319,48.0,High
220,1,5,44,0.36,2,20.7,3.32,43,4,34.49,33.4,68.4,1.0,0.108,37.71,Medium
247,3,4,20,1.38,52,18.5,2.02,66,0,24.15,26.0,84.4,2.167,0.683,14.29,High
210,1,5,40,0.31,12,20.4,2.82,97,3,12.96,32.0,79.0,2.4,0.11,34.29,Medium
548,1,11,12,0.24,12,20.5,1.29,60,3,42.44,30.3,62.3,3.0,0.186,20.57,Medium
503,3,7,21,0.44,61,19.3,0.61,31,1,19.0,33.9,74.9,3.813,0.721,24.0,High
659,1,10,24,0.04,15,20.4,0.86,83,5,29.34,34.1,60.3,3.0,0.047,37.71,Medium
365,1,10,45,0.33,15,20.4,2.6,84,3,31.17,25.0,63.6,3.0,0.127,70.71,Medium
343,2,2,3,0.13,39,19.9,1.02,65,3,29.54,23.0,78.2,3.9,0.127,1.29,Medium
149,1,8,49,0.28,7,20.3,2.68,15,0,30.15,25.5,73.7,1.167,0.104,63.0,Medium
221,3,1,12,0.5,57,19.7,3.52,19,2,33.41,31.7,72.9,4.75,0.142,3.43,High
596,1,7,26,0.11,19,20.3,1.44,48,0,33.64,23.4,75.4,3.167,0.076,29.71,Medium
352,2,10,1,0.62,37,20.1,3.38,15,3,36.77,24.3,87.5,4.625,0.183,1.57,Medium
573,1,11,25,0.31,5,20.7,2.98,91,3,38.3,25.7,85.5,2.5,0.104,42.86,Medium
262,1,2,8,0.04,7,20.3,2.85,88,1,16.03,31.3,70.3,1.167,0.014,3.43,Low
86,1,9,17,0.38,20,20.8,2.89,78,1,25.74,32.3,58.9,10.0,0.131,24.29,Medium
154,1,9,29,0.23,18,20.4,0.9,29,3,24.56,29.6,75.8,3.6,0.256,41.43,Medium
243,1,8,2,0.28,7,20.7,0.53,17,1,12.58,33.4,69.8,3.5,0.528,2.57,Medium
396,3,11,11,0.31,15,19.3,0.96,79,2,36.85,24.5,68.9,0.938,0.323,18.86,Medium
290,3,3,36,1.05,31,20.0,2.39,100,0,17.13,34.2,74.4,3.444,0.439,20.57,High
666,1,7,26,0.37,9,20.4,2.36,78,5,40.8,27.6,83.8,1.8,0.157,29.71,Medium
251,3,8,40,1.17,20,19.7,2.65,59,5,17.42,32.3,88.6,1.667,0.442,51.43,High
595,3,12,50,0.85,23,18.5,0.58,61,1,31.29,27.2,58.7,0.958,1.466,92.86,High
198,2,12,11,0.99,18,19.9,0.99,35,1,27.1,31.3,60.3,1.8,1.0,20.43,Medium
654,2,1,34,0.12,34,20.1,0.65,71,2,44.93,31.2,81.7,4.25,0.185,9.71,Medium
84,1,10,47,0.21,10,20.4,0.58,57,4,30.52,24.2,77.2,2.0,0.362,73.86,Medium
170,2,7,27,0.72,38,20.4,2.3,24,3,18.71,33.9,79.3,7.6,0.313,30.86,High
346,1,7,12,0.16,13,20.7,3.34,96,0,18.27,34.9,83.8,6.5,0.048,13.71,Medium
586,1,2,40,0.13,18,20.7,3.6,55,4,31.41,32.8,59.8,9.0,0.036,17.14,Medium
206,1,3,39,0.3,6,20.6,2.55,44,5,29.49,27.7,77.3,2.0,0.118,22.29,Low
495,1,7,10,0.31,20,20.7,2.09,89,3,25.68,27.5,89.6,10.0,0.148,11.43,Medium
615,1,12,39,0.28,20,20.5,1.32,68,2,34.79,30.9,72.4,5.0,0.212,72.43,Medium
561,1,9,33,0.21,12,20.4,3.01,48,0,40.16,27.3,63.5,2.4,0.07,47.14,Medium
589,3,1,25,1.73,31,20.0,2.2,47,4,28.31,28.9,64.3,3.444,0.786,7.14,High
443,3,5,11,1.01,47,19.8,3.64,25,0,28.08,24.1,59.9,4.273,0.277,9.43,High
58,3,2,18,1.3,34,20.5,3.28,78,2,12.76,26.7,58.7,8.5,0.396,7.71,High
377,2,10,35,1.0,10,20.2,1.84,80,1,21.71,30.0,80.8,1.429,0.543,55.0,Medium
282,1,7,24,0.16,14,20.4,3.59,11,0,21.33,22.0,56.6,2.8,0.045,27.43,Medium
650,1,3,2,0.08,16,20.9,2.76,55,3,40.66,25.8,74.5,8.0,0.029,1.14,Low
341,1,9,4,0.22,7,20.5,2.68,74,3,30.21,33.9,86.9,1.75,0.082,5.71,Medium
75,1,10,49,0.12,11,20.5,3.89,36,3,9.02,26.8,79.1,2.75,0.031,77.0,Medium
174,2,0,26,1.08,27,19.6,3.78,71,2,23.76,30.6,88.4,2.077,0.286,3.71,Medium
426,1,12,9,0.2,12,20.9,3.14,24,2,27.12,33.8,76.4,6.0,0.064,16.71,Medium
228,3,2,8,1.49,66,20.3,1.26,87,0,26.94,26.3,62.5,11.0,1.183,3.43,High
354,2,6,20,0.73,24,19.7,3.44,79,2,29.18,30.9,66.4,2.0,0.212,20.0,Medium
277,2,5,1,0.33,14,20.5,3.49,72,0,30.41,34.6,65.1,3.5,0.095,0.86,Medium
650,1,11,16,0.04,17,20.4,3.18,60,1,44.58,30.6,88.1,3.4,0.013,27.43,Medium
186,2,7,32,0.36,26,20.2,2.94,30,3,23.74,32.0,73.8,3.714,0.122,36.57,Medium
368,2,2,12,0.85,24,19.6,0.73,84,5,23.51,26.0,78.8,1.846,1.164,5.14,Medium
554,1,5,40,0.34,3,20.5,2.52,20,3,21.1,22.9,66.8,0.75,0.135,34.29,Medium
304,1,4,18,0.07,16,20.8,3.01,70,1,22.16,31.9,77.4,8.0,0.023,12.86,Medium
342,1,12,30,0.19,10,20.5,3.63,25,2,38.07,29.5,79.6,2.5,0.052,55.71,Medium
248,1,3,32,0.17,4,20.7,1.19,75,4,24.92,22.4,61.8,2.0,0.143,18.29,Low
573,3,2,28,1.94,18,19.3,0.94,14,4,24.53,28.2,73.7,1.125,2.064,12.0,High
596,2,0,19,0.23,23,20.0,3.38,81,3,28.42,24.4,78.9,2.556,0.068,2.71,Medium
257,3,11,15,0.94,71,18.9,1.33,71,4,33.15,22.7,72.9,3.55,0.707,25.71,High
430,2,11,31,0.72,8,20.9,1.13,66,5,36.17,26.9,60.7,4.0,0.637,53.14,Medium
445,1,9,37,0.14,20,20.6,3.22,42,3,40.45,30.2,70.1,6.667,0.043,52.86,Medium
77,1,8,39,0.1,12,20.4,2.91,80,2,20.68,28.2,75.2,2.4,0.034,50.14,Medium
593,2,10,34,1.08,37,19.8,3.08,47,2,27.47,24.2,65.3,3.364,0.351,53.43,High
669,2,9,24,1.03,25,20.4,2.41,66,1,42.5,29.3,85.7,5.0,0.427,34.29,High
572,1,8,48,0.24,19,20.7,3.62,24,4,30.89,22.7,60.0,9.5,0.066,61.71,Medium
115,3,4,34,0.45,11,20.6,3.08,79,1,19.72,30.3,86.8,3.667,0.146,24.29,Medium
581,1,4,22,0.35,18,20.9,3.93,22,2,32.44,32.3,62.2,9.0,0.089,15.71,Medium
147,1,11,14,0.34,5,20.8,2.44,91,0,27.72,24.7,72.6,2.5,0.139,24.0,Medium
664,3,7,35,1.78,31,20.4,1.95,20,2,22.87,34.3,66.8,6.2,0.913,40.0,High
630,1,5,10,0.32,4,20.7,2.73,81,3,27.05,34.0,75.5,2.0,0.117,8.57,Medium
556,2,0,49,0.23,29,19.4,3.05,69,5,27.54,22.2,84.3,1.933,0.075,7.0,Medium
164,2,12,38,0.7,34,19.9,2.69,20,0,13.12,25.2,85.0,3.4,0.26,70.57,High
362,1,3,47,0.22,5,20.8,2.95,64,0,22.92,29.5,79.2,2.5,0.075,26.86,Low
83,1,0,9,0.14,18,20.6,1.7,48,1,9.75,31.3,62.2,6.0,0.082,1.29,Medium
451,1,7,6,0.11,13,20.4,2.59,37,5,26.9,26.5,80.2,2.6,0.042,6.86,Medium
47,2,8,21,0.36,25,20.7,3.34,65,0,17.98,26.8,88.4,12.5,0.108,27.0,Medium
285,2,9,12,0.36,6,20.4,3.4,55,2,22.24,32.3,59.0,1.2,0.106,17.14,Medium
285,2,2,30,0.5,4,19.9,1.22,13,1,31.5,29.1,69.8,0.4,0.41,12.86,Low
221,2,6,17,1.04,33,20.8,1.5,42,0,13.36,32.6,78.9,16.5,0.693,17.0,High
249,1,10,20,0.08,19,20.6,0.8,62,2,15.21,22.6,68.1,6.333,0.1,31.43,Medium
259,1,2,32,0.05,10,20.7,1.98,63,1,24.69,27.5,87.7,5.0,0.025,13.71,Low
581,2,3,38,0.15,35,20.0,2.87,50,1,34.33,34.0,75.1,3.889,0.052,21.71,Medium
661,2,11,1,1.09,36,20.1,1.3,82,1,43.12,24.3,73.8,4.5,0.838,1.71,High
367,2,5,8,1.04,12,20.7,0.76,100,1,28.08,32.8,81.8,6.0,1.368,6.86,Medium
312,3,0,42,1.66,44,20.3,3.13,64,4,32.73,34.5,89.5,7.333,0.53,6.0,High
75,1,3,38,0.19,13,20.9,1.12,74,4,12.81,33.7,72.8,6.5,0.17,21.71,Low
279,1,4,49,0.01,2,20.7,0.72,70,3,18.56,22.2,63.8,1.0,0.014,35.0,Medium
397,1,10,27,0.32,3,20.9,0.55,12,1,24.29,29.1,68.9,1.5,0.582,42.43,Medium
214,3,3,6,0.31,45,18.7,0.51,88,0,22.43,31.4,67.5,2.045,0.608,3.43,High
546,2,11,18,0.35,39,20.4,0.52,22,4,43.6,24.8,64.5,7.8,0.673,30.86,High
534,2,4,7,0.13,39,20.1,3.05,91,1,42.2,23.9,64.7,4.875,0.043,5.0,Medium
301,3,9,27,0.84,28,18.9,0.35,36,1,25.43,24.3,57.7,1.4,2.4,38.57,High
259,1,1,7,0.18,14,20.4,2.06,78,4,21.66,22.7,61.7,2.8,0.087,2.0,Low
192,2,7,45,0.13,25,20.6,1.17,93,1,29.5,22.7,87.5,8.333,0.111,51.43,Medium
464,2,1,37,0.46,34,20.3,0.41,56,1,18.35,27.3,74.0,5.667,1.122,10.57,High
138,2,2,22,0.19,6,20.4,0.94,82,0,24.22,22.3,71.1,1.2,0.202,9.43,Low
135,1,8,25,0.16,6,20.4,0.39,82,0,11.19,31.7,71.5,1.2,0.41,32.14,Medium
299,1,11,50,0.23,19,20.8,3.87,45,5,25.38,27.3,58.9,9.5,0.059,85.71,Medium
525,3,7,17,0.71,48,19.2,3.21,49,1,22.6,27.3,89.4,2.824,0.221,19.43,High
174,1,2,6,0.24,4,20.4,3.01,92,3,15.5,22.2,67.0,0.8,0.08,2.57,Low
57,2,4,48,0.81,30,20.4,1.61,67,3,7.97,33.5,68.2,6.0,0.503,34.29,Medium
136,1,2,31,0.23,6,20.5,1.58,62,0,16.6,30.5,76.1,1.5,0.146,13.29,Low
407,2,5,8,0.44,38,20.3,3.41,58,0,32.19,23.7,58.7,6.333,0.129,6.86,Medium
214,3,8,26,0.76,64,20.3,3.66,99,2,32.59,31.5,83.1,10.667,0.208,33.43,High
566,2,2,14,0.38,33,19.8,2.19,69,3,32.15,35.0,86.8,3.0,0.174,6.0,Medium
276,1,10,36,0.34,6,20.4,1.41,21,4,19.9,23.4,56.1,1.2,0.241,56.57,Medium
91,1,11,47,0.34,12,20.9,1.33,77,1,23.28,27.1,88.7,6.0,0.256,80.57,Medium
315,2,4,29,0.53,21,20.0,0.85,15,4,37.05,24.1,62.8,2.333,0.624,20.71,Medium
49,1,2,13,0.36,2,20.8,3.12,72,5,7.57,34.2,60.2,1.0,0.115,5.57,Low
42,1,0,36,0.17,9,20.7,2.57,76,3,24.19,25.2,65.2,4.5,0.066,5.14,Low
43,2,9,50,0.12,9,20.0,3.09,82,0,26.23,23.6,59.2,1.0,0.039,71.43,Medium
195,3,2,44,1.26,68,20.2,2.59,73,1,24.84,34.1,81.0,9.714,0.486,18.86,High
437,1,12,47,0.34,19,20.6,4.0,53,2,18.9,29.1,84.5,6.333,0.085,87.29,Medium
437,1,0,2,0.06,5,20.7,1.2,86,4,22.9,28.7,79.0,2.5,0.05,0.29,Low
496,1,1,34,0.28,12,20.6,3.11,20,2,33.9,23.2,76.1,4.0,0.09,9.71,Low
356,1,0,13,0.09,9,20.5,1.82,91,2,16.54,32.5,78.3,2.25,0.049,1.86,Low
497,1,9,39,0.17,16,20.4,0.5,86,2,24.99,25.7,86.2,3.2,0.34,55.71,Medium
99,2,4,42,0.63,12,20.4,2.2,12,1,10.67,31.2,73.9,2.4,0.286,30.0,Medium
650,3,4,1,0.43,43,20.1,3.65,29,3,34.27,23.8,73.6,5.375,0.118,0.71,Medium
518,1,5,41,0.4,2,20.3,0.62,34,3,24.28,26.1,88.3,0.333,0.645,35.14,Medium
674,1,12,36,0.17,4,20.7,3.21,27,4,25.64,31.1,58.8,2.0,0.053,66.86,Medium
375,1,0,19,0.08,3,20.5,1.81,95,3,26.53,23.5,56.1,0.75,0.044,2.71,Low
95,1,8,16,0.3,7,20.4,3.65,76,1,25.74,28.0,56.0,1.4,0.082,20.57,Medium
621,2,10,28,1.09,27,19.4,3.02,18,2,43.23,23.2,56.0,1.8,0.361,44.0,High
485,2,3,50,0.79,13,20.9,1.85,43,2,39.13,27.0,56.6,6.5,0.427,28.57,Medium
264,3,4,25,1.2,36,20.7,1.44,13,0,12.76,30.1,66.7,18.0,0.833,17.86,High
192,1,5,36,0.38,5,20.7,0.77,63,0,14.86,28.4,69.3,2.5,0.494,30.86,Medium
509,2,2,26,0.51,26,20.8,3.2,67,0,35.61,28.6,84.7,13.0,0.159,11.14,Medium
196,3,4,5,1.22,44,20.3,1.39,89,3,24.0,33.5,69.3,7.333,0.878,3.57,High
518,3,10,11,2.05,23,20.4,1.42,84,0,19.83,30.3,67.7,4.6,1.444,17.29,High
619,2,4,10,0.16,30,20.7,3.09,26,1,26.5,26.1,64.5,15.0,0.052,7.14,Medium
600,1,1,10,0.3,13,20.4,1.25,21,2,27.07,32.3,70.1,2.6,0.24,2.86,Low
216,1,6,43,0.06,17,20.8,2.32,98,2,13.51,32.4,77.5,8.5,0.026,43.0,Medium
122,2,7,16,0.72,22,20.2,3.5,10,5,17.15,27.6,65.7,3.143,0.206,18.29,Medium
223,2,8,34,0.53,5,19.9,0.66,45,4,35.41,32.4,73.8,0.5,0.803,43.71,Medium
143,3,2,6,1.74,33,19.1,0.41,30,2,16.27,26.0,78.0,1.833,4.244,2.57,High
451,1,9,48,0.05,18,20.5,3.95,77,3,29.2,22.1,88.1,4.5,0.013,68.57,Medium
247,1,11,13,0.37,3,20.3,3.29,23,4,27.12,27.8,84.0,0.5,0.112,22.29,Medium
73,3,3,20,0.48,69,20.3,2.35,70,0,19.74,25.1,81.3,11.5,0.204,11.43,High
86,2,1,41,0.75,7,20.5,1.26,59,1,24.56,31.9,87.9,1.75,0.595,11.71,Medium
635,2,10,30,0.18,32,19.9,1.55,77,2,36.96,33.3,87.2,3.2,0.116,47.14,Medium
209,2,0,31,0.88,34,19.6,2.03,31,4,21.87,28.9,85.4,2.615,0.433,4.43,Medium
97,2,7,8,0.92,34,20.9,0.87,63,0,20.71,27.5,74.3,17.0,1.057,9.14,High
247,2,12,38,0.31,25,20.7,0.45,91,3,15.07,25.3,72.2,12.5,0.689,70.57,Medium
469,2,1,1,0.48,26,20.1,3.89,33,2,34.92,29.1,78.6,3.25,0.123,0.29,Medium
72,1,10,17,0.16,7,20.4,3.35,95,2,12.92,24.5,81.9,1.4,0.048,26.71,Medium
440,2,12,25,0.37,34,19.4,3.26,87,5,37.33,31.9,74.3,2.267,0.113,46.43,Medium
405,1,9,45,0.28,6,20.4,0.5,25,1,38.48,29.5,89.4,1.2,0.56,64.29,Medium
158,3,4,10,0.96,43,20.6,0.88,59,0,15.17,22.1,87.5,14.333,1.091,7.14,High
256,2,11,8,1.0,36,19.5,0.39,89,4,19.33,33.3,75.2,2.571,2.564,13.71,High
348,3,11,28,0.57,57,20.6,1.7,86,0,20.19,32.6,66.1,19.0,0.335,48.0,High
413,2,11,36,0.8,25,19.7,2.33,59,5,22.21,25.8,80.0,2.083,0.343,61.71,Medium
135,1,0,8,0.21,20,20.8,3.47,45,3,13.11,27.5,81.9,10.0,0.061,1.14,Medium
165,1,3,36,0.22,4,20.8,3.66,53,2,12.79,31.7,87.0,2.0,0.06,20.57,Low
377,3,2,15,0.95,29,19.4,3.77,85,2,17.79,31.9,72.4,1.933,0.252,6.43,Medium
86,2,12,39,0.93,31,20.5,3.42,69,1,11.83,25.0,68.4,7.75,0.272,72.43,High
418,2,6,50,0.13,17,19.5,2.15,69,3,27.05,23.8,67.5,1.214,0.06,50.0,Medium
165,1,12,17,0.27,3,20.4,2.1,93,3,15.64,28.9,77.4,0.6,0.129,31.57,Medium
354,3,8,2,1.82,68,20.0,1.72,33,3,22.09,25.9,57.6,7.556,1.058,2.57,High
